"STORE_CD","L12M_TY_QTY","CITY","PREMISE_TYPE_DSC","STORE_STTS_DSC","CHANNEL_DSC","SUBCHANNEL_DSC","NO_OF_STORES_DSC","FOOD_TYPE_GROUP_DSC","FIPS_COUNTY_DSC","NIELSEN_SIZE_DSC","INDUSTRY_VOL_DSC","PATRON_ETHNICITY_DSC","PATRON_OCCUPATION_DSC","PATRON_AGE_DSC","LATITUDE","LONGITUDE","WEEKLY_VOLUME","SQ_FT","EMPLOYEE_EQV","NBR_OF_CHECKOUT","CHAIN_IND_FLG","FRANCHISE_FLG","GAS_FLG","PHARMACY_FLG","HI_VOL_CIG_FLG","BEER_FLG","WINE_FLG","LIQUOR_FLG","FINE_WINE_FLG","WHITE_POP_PCT","BLACK_POP_PCT","ASIAN_POP_PCT","HISP_POP_PCT","LEAST_ACC_HISP_POP_PCT","BI_CULTURAL_HISP_POP_PCT","MOST_ACC_HISP_POP_PCT","OTHER_POP_PCT","INCOME_POP_L10_PCT","INCOME_POP_1020_PCT","INCOME_POP_2030_PCT","INCOME_POP_3040_PCT","INCOME_POP_4050_PCT","INCOME_POP_5075_PCT","INCOME_POP_75100_PCT","INCOME_POP_G100_PCT","MALE_POP_2124_PCT","MALE_POP_2534_PCT","MALE_POP_3544_PCT","MALE_POP_4554_PCT","MALE_POP_5564_PCT","MALE_POP_6574_PCT","MALE_POP_75_PCT","FEMALE_POP_2124_PCT","FEMALE_POP_2534_PCT","FEMALE_POP_3544_PCT","FEMALE_POP_4554_PCT","FEMALE_POP_5564_PCT","FEMALE_POP_6574_PCT","FEMALE_POP_75_PCT"
"207369091",29,"OKEMAH","OFF PREMISE","OPEN STORE","MASS MERCHANDISER","DOLLAR STORE","501+ STORES","OTHER","OKFUSKEE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",35.4353,-96.2985,90,9,0,0,"Y","N","N","N","N","Y","N","N","N",0.6689,0.0378,0.0032,0.0232,0.0047,0.0079,0.0106,0.0531,0.0666,0.1368,0.1313,0.1195,0.1076,0.1965,0.1085,0.1333,0.026,0.0507,0.0536,0.061,0.0582,0.0563,0.0302,0.0254,0.0563,0.056,0.0593,0.0622,0.0581,0.0403
"107488438",,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","LIQUOR","CONVENTIONAL LIQUOR","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.5513,-97.5654,10,3,0,0,"N","N","N","N","N","Y","Y","Y","N",0.8224,0.0483,0.0225,0.048,0.0091,0.0168,0.022,0.0305,0.0342,0.054,0.0711,0.0835,0.0828,0.1548,0.1373,0.3823,0.017,0.0778,0.0684,0.0548,0.0657,0.0473,0.035,0.0171,0.0837,0.0688,0.0564,0.0764,0.0586,0.0522
"103957851",62.25,"SENTINEL","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","1 STORE","SEAFOOD","WASHITA","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","HISPANIC (GENERAL)","UNKNOWN","UNKNOWN",35.1589,-99.1758,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.8318,0.0039,0.0004,0.1181,0.0323,0.0311,0.0547,0.0247,0.0592,0.0945,0.1044,0.1138,0.1144,0.1808,0.1468,0.186,0.0252,0.0582,0.053,0.067,0.07,0.0522,0.0328,0.0279,0.0535,0.0492,0.0622,0.0687,0.0484,0.0447
"100275418",891.7501,"TULSA","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.1187,-95.8684,35,3,0,0,"N","N","N","N","N","Y","N","N","N",0.4934,0.1272,0.025,0.265,0.0572,0.1064,0.1015,0.0479,0.0667,0.1003,0.1267,0.1282,0.1173,0.2244,0.1175,0.1188,0.0249,0.0795,0.0689,0.0545,0.0438,0.0303,0.0226,0.0241,0.0759,0.0682,0.0524,0.0527,0.0397,0.0352
"101969797",0,"LAWTON","ON PREMISE","OPEN STORE","RECREATION","GOLF/COUNTRY CLUB","1 STORE","OTHER","COMANCHE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.6091,-98.4493,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102954896",2,"CAMERON","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","1 STORE","PIZZA","LE FLORE","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",35.189,-94.4989,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.8491,0.0304,0.0137,0.0172,0.004,0.006,0.0072,0.0306,0.0712,0.1177,0.109,0.1024,0.1002,0.2213,0.1211,0.157,0.0263,0.054,0.0576,0.0687,0.0702,0.0561,0.0296,0.0257,0.0542,0.0598,0.0671,0.0787,0.0588,0.0375
"101645588",14,"OKEMAH","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","OKFUSKEE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","GENERAL POPULATION",35.4497,-96.3014,20,2,0,0,"N","N","N","N","N","Y","N","N","N",0.6754,0.0238,0.0023,0.0204,0.0038,0.007,0.0096,0.0628,0.0652,0.1408,0.1322,0.1239,0.1179,0.1967,0.1133,0.1099,0.0268,0.0509,0.054,0.064,0.0579,0.0547,0.0297,0.0249,0.0545,0.0559,0.0641,0.0641,0.0573,0.0362
"100616888",1291.0003,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","101-200 STORES","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","HISPANIC (GENERAL)","UNKNOWN","UNKNOWN",35.4497,-97.4922,40,2,0,0,"Y","N","N","N","N","Y","N","N","N",0.3392,0.1295,0.0158,0.449,0.1205,0.178,0.1504,0.0273,0.1281,0.1566,0.1357,0.1308,0.118,0.1721,0.0886,0.0701,0.028,0.0806,0.0627,0.0506,0.0482,0.0271,0.0125,0.028,0.0779,0.0667,0.0486,0.0455,0.0252,0.0186
"100576380",59.75,"BROKEN ARROW","OFF PREMISE","OPEN STORE","DRUG","CONVENTIONAL DRUG","501+ STORES","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.004,-95.7976,200,9,0,0,"Y","N","N","N","N","Y","N","N","N",0.8165,0.031,0.0161,0.0464,0.006,0.018,0.0224,0.0398,0.0204,0.0524,0.0598,0.0747,0.0735,0.2153,0.1852,0.3187,0.0273,0.0624,0.0663,0.0624,0.0606,0.0377,0.0199,0.026,0.0643,0.0697,0.0686,0.0683,0.0453,0.0285
"103899933",,"LAWTON","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","AMERICAN","COMANCHE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.6054,-98.3958,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5548,0.1821,0.0354,0.1304,0.0273,0.0288,0.0744,0.0425,0.0812,0.1323,0.1299,0.1166,0.1078,0.1768,0.1064,0.1491,0.0257,0.0884,0.0663,0.0568,0.0534,0.0304,0.0187,0.0252,0.0859,0.0659,0.0563,0.0584,0.0363,0.0278
"102014162",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","FINE DINING","1 STORE","ITALIAN","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4977,-97.5475,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.6171,0.1325,0.0428,0.1423,0.0328,0.0543,0.0551,0.0339,0.0579,0.0813,0.0988,0.1042,0.0976,0.1866,0.13,0.2436,0.0248,0.0766,0.0667,0.0564,0.055,0.0351,0.0207,0.0251,0.0789,0.0682,0.0593,0.0609,0.0421,0.0319
"101961472",48.5,"TAHLEQUAH","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","MEXICAN","CHEROKEE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","GENERAL POPULATION",35.9155,-94.961,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.5111,0.0157,0.0106,0.0709,0.0147,0.0244,0.0317,0.0786,0.1093,0.1418,0.1348,0.1061,0.0821,0.1566,0.0984,0.171,0.0465,0.0766,0.0617,0.0494,0.0449,0.036,0.0233,0.0451,0.0733,0.0604,0.0529,0.0551,0.0429,0.038
"101693736",20,"BIXBY","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","51-100 STORES","AMERICAN","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",35.9772,-95.8868,0,0,0,0,"Y","N","N","N","N","Y","N","N","N",0.8159,0.0288,0.0391,0.0414,0.0068,0.0157,0.0189,0.0323,0.0211,0.0434,0.048,0.0618,0.0691,0.1743,0.1488,0.4336,0.0269,0.0578,0.0571,0.0668,0.0663,0.0435,0.0223,0.027,0.06,0.0622,0.0729,0.071,0.0483,0.0299
"103845774",1385,"OWASSO","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","501+ STORES","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.2785,-95.8301,150,3,0,0,"Y","N","N","N","N","Y","N","N","N",0.7896,0.0293,0.0199,0.0544,0.0096,0.021,0.0238,0.0431,0.0155,0.0442,0.0593,0.07,0.0734,0.197,0.1767,0.3638,0.028,0.0607,0.0612,0.066,0.0617,0.0344,0.0194,0.0285,0.0641,0.0657,0.0721,0.0646,0.0389,0.0282
"101930502",-1,"LAWTON","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","COMANCHE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.6235,-98.4175,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5638,0.1727,0.0379,0.1318,0.0278,0.029,0.0751,0.0442,0.0682,0.132,0.1326,0.1249,0.112,0.1793,0.0996,0.1514,0.0254,0.0902,0.0666,0.053,0.0505,0.0288,0.0187,0.0255,0.0889,0.068,0.0542,0.0563,0.0353,0.0285
"201951671",7,"MCALESTER","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","PITTSBURG","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",34.942,-95.9657,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7587,0.0188,0.0074,0.0256,0.0047,0.0096,0.0114,0.0678,0.0577,0.1038,0.0917,0.0933,0.0897,0.2106,0.1568,0.1963,0.0233,0.0581,0.0546,0.0623,0.0646,0.0528,0.0334,0.0246,0.0598,0.0564,0.0622,0.0692,0.0602,0.044
"101621659",,"WATONGA","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","2-3 STORES","PIZZA","BLAINE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.8415,-98.558,0,0,0,0,"Y","Y","N","N","N","Y","N","N","N",0.7417,0.057,0.003,0.1159,0.016,0.0391,0.0608,0.022,0.0471,0.0978,0.0916,0.0743,0.0655,0.2429,0.1268,0.254,0.0166,0.0212,0.0219,0.0524,0.0805,0.0559,0.0298,0.0213,0.0656,0.0537,0.0609,0.0913,0.0589,0.0473
"100989256",13,"SAPULPA","OFF PREMISE","OPEN STORE","MASS MERCHANDISER","DOLLAR STORE","501+ STORES","OTHER","CREEK","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",35.9991,-96.1017,30,8,0,0,"Y","N","N","N","N","Y","N","N","N",0.7764,0.0273,0.0104,0.0383,0.0055,0.0122,0.0206,0.0481,0.0506,0.1089,0.106,0.1005,0.0877,0.201,0.1425,0.2028,0.0241,0.0616,0.0615,0.0607,0.0635,0.0488,0.0261,0.0246,0.0627,0.0637,0.0655,0.0701,0.0558,0.0392
"202042809",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","PIZZA","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.4936,-97.5212,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5079,0.1875,0.0449,0.1915,0.0475,0.0755,0.0685,0.0336,0.0999,0.1162,0.1219,0.1161,0.107,0.1701,0.1013,0.1674,0.0228,0.0903,0.0714,0.0587,0.058,0.0346,0.018,0.023,0.0861,0.0688,0.0558,0.0595,0.0404,0.0278
"102068827",15,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","1 STORE","AMERICAN","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4394,-97.5307,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.4549,0.116,0.032,0.326,0.0834,0.133,0.1095,0.0307,0.0923,0.1221,0.135,0.1341,0.123,0.1801,0.0983,0.1151,0.0248,0.0836,0.0694,0.0566,0.0513,0.0302,0.0169,0.0243,0.081,0.0665,0.054,0.0517,0.0349,0.0261
"100159344",54,"JAY","OFF PREMISE","OPEN STORE","GROCERY","SUPERMARKET-CONVENTIONAL","51-100 STORES","OTHER","DELAWARE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.4144,-94.813,90,11,26,6,"Y","N","N","N","N","Y","N","N","N",0.5627,0.0014,0.0132,0.0322,0.0077,0.008,0.0166,0.0845,0.0768,0.162,0.1523,0.1134,0.0968,0.1682,0.0916,0.1389,0.0266,0.052,0.0553,0.0636,0.0635,0.0599,0.033,0.0253,0.0521,0.0565,0.0654,0.0713,0.063,0.0373
"100356142",62.4999,"TULSA","OFF PREMISE","OPEN STORE","DRUG","CONVENTIONAL DRUG","501+ STORES","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.0906,-95.9046,150,19,0,0,"Y","N","N","N","N","Y","N","N","N",0.6726,0.1008,0.0261,0.1215,0.0297,0.045,0.0468,0.0349,0.0458,0.0976,0.114,0.116,0.106,0.1904,0.12,0.2102,0.0241,0.0807,0.0618,0.0559,0.0547,0.0386,0.036,0.0254,0.0744,0.0592,0.055,0.066,0.0542,0.0589
"107441090",874.8543,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","GROCERY","SUPERMARKET-CONVENTIONAL","501+ STORES","OTHER","CLEVELAND","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.3335,-97.5131,450,41,72,9,"Y","N","N","N","N","Y","N","N","N",0.7484,0.0456,0.0487,0.0784,0.0084,0.0218,0.0481,0.0394,0.0256,0.0386,0.0606,0.0791,0.0841,0.2059,0.1735,0.3325,0.0291,0.0764,0.0737,0.0584,0.0499,0.0306,0.0167,0.0301,0.0784,0.0753,0.0637,0.0576,0.0385,0.0248
"101766974",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","RECREATION","PRIVATE CLUB","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4678,-97.3754,0,0,0,0,"Y","Y","N","N","N","Y","Y","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"101939543",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","STEAK","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4693,-97.6013,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5361,0.0953,0.041,0.2625,0.0664,0.1041,0.092,0.0301,0.0768,0.1107,0.1302,0.1274,0.113,0.183,0.1084,0.1506,0.0235,0.0836,0.0705,0.0572,0.053,0.032,0.0185,0.0229,0.0812,0.0683,0.0557,0.0557,0.0376,0.0286
"101453709",56,"BROKEN ARROW","OFF PREMISE","OPEN STORE","DRUG","CONVENTIONAL DRUG","501+ STORES","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.0607,-95.8489,200,9,0,0,"Y","N","N","N","N","Y","N","N","N",0.64,0.0847,0.1069,0.0947,0.0156,0.0375,0.0416,0.0392,0.025,0.0598,0.0702,0.0855,0.089,0.187,0.1528,0.3308,0.0305,0.0716,0.0616,0.0688,0.0591,0.0327,0.0143,0.0328,0.074,0.0681,0.0726,0.0648,0.037,0.0229
"103669338",,"TULSA","ON PREMISE","OPEN STORE","LODGING","FULL SERVICE LODGING","1 STORE","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.151,-95.9918,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.683,0.095,0.026,0.0922,0.0187,0.0356,0.0379,0.0435,0.0538,0.0824,0.0943,0.0988,0.0944,0.1936,0.1305,0.2521,0.0253,0.0682,0.0636,0.0608,0.0596,0.0392,0.0226,0.0251,0.0709,0.0658,0.0629,0.0655,0.046,0.0337
"107078216",,"TULSA","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","VARIED MENU","TULSA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",36.151,-95.9872,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.6053,0.1788,0.0138,0.0994,0.0237,0.0387,0.037,0.0445,0.1002,0.1145,0.12,0.112,0.0982,0.1725,0.0949,0.1877,0.0243,0.0753,0.066,0.0606,0.0639,0.0396,0.0207,0.0246,0.0799,0.066,0.0587,0.067,0.0452,0.0331
"101449476",10,"LOCUST GROVE","OFF PREMISE","OPEN STORE","MASS MERCHANDISER","DOLLAR STORE","501+ STORES","OTHER","MAYES","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.1989,-95.1593,25,7,0,0,"Y","N","N","N","N","Y","N","N","N",0.6136,0.0024,0.0064,0.0226,0.0039,0.0055,0.0132,0.0754,0.0749,0.1384,0.1288,0.1049,0.0861,0.2184,0.1155,0.133,0.0278,0.0549,0.0576,0.0661,0.0714,0.0503,0.0269,0.0261,0.0596,0.0601,0.064,0.0682,0.0485,0.0372
"101940809",40,"SULPHUR","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","MURRAY","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.5042,-96.962,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7569,0.0119,0.0043,0.0558,0.01,0.022,0.0238,0.0569,0.0436,0.0798,0.0894,0.1078,0.1104,0.2388,0.1467,0.1835,0.0223,0.0592,0.0579,0.0598,0.065,0.0522,0.0344,0.0237,0.055,0.0583,0.0626,0.0715,0.0587,0.0427
"100290076",49,"NORMAN","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","26-50 STORES","OTHER","CLEVELAND","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.1898,-97.4057,50,2,0,0,"Y","N","N","N","N","Y","N","N","N",0.7393,0.0705,0.0364,0.0642,0.0097,0.0177,0.0369,0.0431,0.0902,0.1033,0.0874,0.0904,0.0845,0.1708,0.1217,0.2517,0.0685,0.089,0.0644,0.0458,0.0379,0.0228,0.0117,0.0768,0.0856,0.0643,0.0501,0.0442,0.0326,0.02
"201770357",1,"OWASSO","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","MEXICAN","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.2787,-95.8536,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.7782,0.0295,0.0227,0.0597,0.0104,0.0239,0.0254,0.0449,0.0221,0.0465,0.0598,0.0712,0.077,0.2028,0.1665,0.3541,0.0267,0.0622,0.0651,0.0651,0.0554,0.0308,0.0193,0.0277,0.0663,0.0696,0.0702,0.0603,0.0376,0.0283
"101957737",,"LAWTON","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","AMERICAN","COMANCHE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.6238,-98.4119,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5611,0.1786,0.0396,0.13,0.0268,0.0285,0.0747,0.0426,0.0676,0.1227,0.1258,0.1208,0.1109,0.1823,0.1082,0.1616,0.0259,0.0891,0.0667,0.0538,0.0502,0.0287,0.0184,0.0258,0.0878,0.0677,0.0549,0.0559,0.035,0.028
"101945306",,"TULSA","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","AMERICAN","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.1404,-95.9558,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.6581,0.1143,0.0164,0.11,0.0257,0.0431,0.0412,0.0443,0.082,0.1022,0.1146,0.1119,0.1024,0.1786,0.1021,0.2061,0.025,0.0766,0.0681,0.0593,0.0623,0.0389,0.0219,0.0239,0.0804,0.0666,0.0585,0.0673,0.0454,0.0352
"101945194",22,"OKMULGEE","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","OKMULGEE","URBAN ALL OTHER COUNTIES","TOP 50% ON/ TOP 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.6333,-95.9778,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5817,0.1467,0.0059,0.0239,0.0035,0.0074,0.013,0.0723,0.0956,0.1443,0.1288,0.1126,0.1056,0.17,0.1197,0.1234,0.0255,0.0622,0.0524,0.0559,0.0627,0.049,0.0308,0.024,0.0629,0.0558,0.062,0.0719,0.06,0.0478
"107481187",,"ARDMORE","ON PREMISE","OPEN STORE","RECREATION","STADIUM/ARENA/CONVENTION","1 STORE","OTHER","CARTER","URBAN ALL OTHER COUNTIES","UNKNOWN","","","",34.2999,-97.0368,0,0,0,0,"N","N","N","N","N","Y","Y","N","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100307664",1087.8332,"TULSA","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","501+ STORES","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","TOP 50% ON/ TOP 20% OFF","AFRICAN AMERICAN (GENERAL)","WHITE COLLAR","GENERAL POPULATION",36.111,-95.9759,225,3,0,0,"Y","N","N","N","N","Y","N","N","N",0.8372,0.0303,0.0137,0.0369,0.0071,0.0136,0.0163,0.0359,0.0404,0.0513,0.0735,0.0816,0.0792,0.1479,0.0921,0.4341,0.0186,0.0687,0.0654,0.0658,0.0821,0.0502,0.0248,0.0188,0.0692,0.0667,0.0685,0.0857,0.0559,0.0363
"107459905",48,"FORT GIBSON","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","1 STORE","MEXICAN","MUSKOGEE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.7812,-95.2514,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.6307,0.0726,0.009,0.0525,0.0089,0.0164,0.0271,0.0603,0.0669,0.0972,0.1144,0.1043,0.0944,0.2103,0.1187,0.1937,0.0256,0.0597,0.0577,0.0575,0.0593,0.0461,0.0276,0.0249,0.0635,0.0609,0.0632,0.0682,0.0537,0.0424
"103652974",,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","LIQUOR","CONVENTIONAL LIQUOR","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.4862,-97.5655,15,2,0,0,"N","N","N","N","N","Y","Y","Y","N",0.5398,0.0833,0.0448,0.262,0.0635,0.1039,0.0946,0.0286,0.0752,0.1031,0.1262,0.1294,0.1183,0.1761,0.1152,0.1565,0.0221,0.0954,0.0784,0.0607,0.0545,0.0301,0.0133,0.0198,0.0865,0.0746,0.0562,0.0537,0.034,0.0204
"101411979",,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","LIQUOR","CONVENTIONAL LIQUOR","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.5415,-97.6013,15,5,0,0,"N","N","N","N","N","Y","Y","Y","N",0.6874,0.1137,0.0502,0.0902,0.0199,0.0254,0.0449,0.0312,0.0491,0.0736,0.1027,0.1098,0.1007,0.2029,0.1293,0.2319,0.0225,0.0763,0.0665,0.0513,0.058,0.039,0.0304,0.0208,0.0794,0.0705,0.0597,0.069,0.0508,0.047
"101808457",,"ENID","OFF PREMISE","OPEN STORE","MILITARY OFF-PREMISE","MILITARY CONVENIENCE STORE","501+ STORES","OTHER","GARFIELD","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","MILITARY","GENERAL POPULATION",36.3415,-97.9059,100,2,0,0,"Y","N","N","N","N","Y","N","N","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
