"STORE_CD","L12M_TY_QTY","CITY","PREMISE_TYPE_DSC","STORE_STTS_DSC","CHANNEL_DSC","SUBCHANNEL_DSC","NO_OF_STORES_DSC","FOOD_TYPE_GROUP_DSC","FIPS_COUNTY_DSC","NIELSEN_SIZE_DSC","INDUSTRY_VOL_DSC","PATRON_ETHNICITY_DSC","PATRON_OCCUPATION_DSC","PATRON_AGE_DSC","LATITUDE","LONGITUDE","WEEKLY_VOLUME","SQ_FT","EMPLOYEE_EQV","NBR_OF_CHECKOUT","CHAIN_IND_FLG","FRANCHISE_FLG","GAS_FLG","PHARMACY_FLG","HI_VOL_CIG_FLG","BEER_FLG","WINE_FLG","LIQUOR_FLG","FINE_WINE_FLG","WHITE_POP_PCT","BLACK_POP_PCT","ASIAN_POP_PCT","HISP_POP_PCT","LEAST_ACC_HISP_POP_PCT","BI_CULTURAL_HISP_POP_PCT","MOST_ACC_HISP_POP_PCT","OTHER_POP_PCT","INCOME_POP_L10_PCT","INCOME_POP_1020_PCT","INCOME_POP_2030_PCT","INCOME_POP_3040_PCT","INCOME_POP_4050_PCT","INCOME_POP_5075_PCT","INCOME_POP_75100_PCT","INCOME_POP_G100_PCT","MALE_POP_2124_PCT","MALE_POP_2534_PCT","MALE_POP_3544_PCT","MALE_POP_4554_PCT","MALE_POP_5564_PCT","MALE_POP_6574_PCT","MALE_POP_75_PCT","FEMALE_POP_2124_PCT","FEMALE_POP_2534_PCT","FEMALE_POP_3544_PCT","FEMALE_POP_4554_PCT","FEMALE_POP_5564_PCT","FEMALE_POP_6574_PCT","FEMALE_POP_75_PCT"
"103652992",,"BROKEN ARROW","OFF PREMISE","OPEN STORE","LIQUOR","CONVENTIONAL LIQUOR","1 STORE","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",36.0611,-95.7758,10,2,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7717,0.0391,0.0248,0.0643,0.009,0.0222,0.0331,0.0386,0.0237,0.0444,0.0651,0.0818,0.0872,0.2277,0.168,0.3021,0.0238,0.0667,0.0693,0.0633,0.0587,0.0411,0.021,0.0235,0.0694,0.0688,0.0643,0.0666,0.0467,0.0273
"200195547",111,"WEWOKA","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","SEMINOLE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",35.1588,-96.4932,25,1,0,0,"N","N","N","N","N","Y","N","N","N",0.6183,0.1128,0.0042,0.0225,0.0052,0.0077,0.0096,0.0458,0.0868,0.1841,0.1457,0.1311,0.1073,0.1475,0.0801,0.1175,0.026,0.0537,0.0523,0.0636,0.0692,0.0471,0.0321,0.0258,0.0538,0.0551,0.066,0.0693,0.0562,0.0486
"101438755",555.8336,"HEAVENER","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","LE FLORE","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",34.8872,-94.6041,20,1,0,0,"N","N","N","N","N","Y","N","N","N",0.6398,0.0008,0.0036,0.1764,0.0535,0.0678,0.0551,0.0398,0.0993,0.1343,0.1587,0.1253,0.0957,0.1747,0.1,0.112,0.0239,0.0685,0.07,0.0551,0.0547,0.0411,0.0238,0.023,0.0625,0.0631,0.0556,0.057,0.0446,0.0302
"100655588",166.5,"OWASSO","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","GENERAL POPULATION",36.2638,-95.8512,35,2,0,0,"N","N","N","N","N","Y","N","N","N",0.762,0.0269,0.0213,0.0734,0.0137,0.0299,0.0298,0.0474,0.0281,0.0626,0.0834,0.0861,0.0834,0.2245,0.1527,0.2792,0.0272,0.0701,0.0628,0.061,0.0532,0.0275,0.0226,0.0278,0.0726,0.066,0.0653,0.058,0.0366,0.0383
"103885222",61.3333,"HENNESSEY","OFF PREMISE","OPEN STORE","MASS MERCHANDISER","DOLLAR STORE","501+ STORES","OTHER","KINGFISHER","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",36.118,-97.8986,35,7,0,0,"Y","N","N","N","N","Y","N","N","N",0.7233,0.0204,0.0054,0.2081,0.0344,0.07,0.1038,0.0166,0.0235,0.0563,0.0663,0.0865,0.1088,0.2474,0.1711,0.24,0.0265,0.0646,0.0577,0.0584,0.0651,0.0397,0.0301,0.0247,0.0591,0.0591,0.057,0.0631,0.0406,0.0384
"101532213",589.4997,"DOVER","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","KINGFISHER","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.9832,-97.9116,15,1,0,0,"N","N","N","N","N","Y","N","N","N",0.7978,0.0191,0.002,0.1357,0.0232,0.0455,0.067,0.0166,0.0308,0.0467,0.0773,0.0856,0.085,0.2339,0.1741,0.2667,0.0256,0.0555,0.0575,0.0656,0.0747,0.0468,0.032,0.0249,0.049,0.0551,0.0607,0.0685,0.0491,0.038
"107504352",12,"WAPANUCKA","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","JOHNSTON","URBAN ALL OTHER COUNTIES","TOP 50% ON/ TOP 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.3749,-96.4243,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7751,0.0089,0.0041,0.0284,0.0068,0.0073,0.0144,0.0371,0.0377,0.0826,0.0983,0.0969,0.0964,0.2338,0.1475,0.2069,0.0254,0.0507,0.0615,0.062,0.0681,0.0628,0.0368,0.0244,0.0484,0.0598,0.0615,0.0689,0.0674,0.0442
"100634711",160.6666,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","CLEVELAND","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.377,-97.5033,20,2,0,0,"N","N","N","N","N","Y","N","N","N",0.6741,0.0786,0.0421,0.1203,0.0204,0.0378,0.0621,0.0455,0.0544,0.0666,0.1244,0.1552,0.1288,0.2019,0.1135,0.1552,0.0311,0.0937,0.0672,0.0538,0.0533,0.037,0.0229,0.0327,0.0883,0.0657,0.0513,0.0553,0.0455,0.0345
"103716600",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","QUICK SERVICE RESTAURANT","1 STORE","PIZZA","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.4618,-97.6316,0,0,0,0,"Y","Y","N","N","N","Y","N","N","N",0.5935,0.0886,0.0448,0.209,0.0508,0.0815,0.0767,0.0303,0.0628,0.0924,0.1123,0.1151,0.1051,0.1879,0.1253,0.1992,0.0237,0.0788,0.0694,0.0577,0.0544,0.0339,0.0199,0.0234,0.0785,0.069,0.0579,0.0583,0.04,0.0301
"101968910",,"KREBS","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","AMERICAN","PITTSBURG","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",34.9395,-95.7265,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7295,0.035,0.0082,0.0519,0.0095,0.0193,0.0231,0.0588,0.0701,0.1158,0.1104,0.109,0.0935,0.1963,0.1259,0.179,0.0223,0.0665,0.0592,0.0577,0.057,0.0438,0.0276,0.0235,0.0675,0.0609,0.0605,0.0639,0.0555,0.0455
"101941837",553,"CONCHO","ON PREMISE","OPEN STORE","RECREATION","CASINO/GAMBLING","1 STORE","OTHER","CANADIAN","MORE THAN 85K HOUSEHOLDS","TOP 50% ON/ TOP 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.5998,-97.9592,0,0,0,0,"N","N","N","N","N","Y","N","N","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103581100",30.166,"STILLWATER","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","MEXICAN","PAYNE","20K=85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",36.1408,-97.0514,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.7284,0.0526,0.0836,0.0468,0.0128,0.0155,0.0185,0.0431,0.1552,0.1578,0.1393,0.1021,0.0833,0.1335,0.0886,0.1401,0.1237,0.094,0.0554,0.0336,0.0315,0.0207,0.0151,0.099,0.0847,0.0498,0.0338,0.036,0.0273,0.0235
"107487580",,"ENID","OFF PREMISE","OPEN STORE","LIQUOR","CONVENTIONAL LIQUOR","1 STORE","OTHER","GARFIELD","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",36.4239,-97.8733,10,2,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7651,0.0259,0.0273,0.1309,0.026,0.0353,0.0696,0.029,0.0296,0.0745,0.1022,0.1173,0.1156,0.1841,0.1558,0.221,0.0247,0.0674,0.0596,0.0593,0.0631,0.041,0.0255,0.0247,0.0615,0.0602,0.0576,0.0653,0.0457,0.0352
"105528744",0,"TULSA","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","501+ STORES","ITALIAN","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.0626,-95.8861,0,0,0,0,"Y","N","N","N","N","Y","Y","Y","N",0.7011,0.0758,0.0486,0.095,0.019,0.0365,0.0394,0.0378,0.0394,0.0728,0.0861,0.0962,0.0931,0.1864,0.1319,0.2941,0.0255,0.0739,0.062,0.0592,0.0594,0.0404,0.0264,0.0263,0.0742,0.0637,0.063,0.0682,0.0499,0.0417
"101596343",95.3334,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4932,-97.6043,30,2,0,0,"N","N","N","N","N","Y","N","N","N",0.4996,0.1156,0.0479,0.2738,0.0757,0.1033,0.0948,0.0325,0.0643,0.1352,0.1485,0.1314,0.1089,0.1836,0.093,0.135,0.0218,0.0864,0.072,0.0536,0.0496,0.0283,0.0196,0.0214,0.0831,0.0702,0.0511,0.053,0.0384,0.0353
"102099064",0,"SKIATOOK","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","51-100 STORES","PIZZA","OSAGE","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","ASIAN(GENERAL)","BLUE COLLAR","YOUNG ADULT (21-28)",36.3684,-96.0192,0,0,0,0,"Y","N","N","N","N","Y","N","N","N",0.7626,0.0276,0.0084,0.0273,0.0045,0.0098,0.013,0.0468,0.041,0.0868,0.0925,0.0952,0.0896,0.2006,0.1607,0.2335,0.0264,0.0579,0.0582,0.0673,0.0637,0.0421,0.0256,0.0254,0.0603,0.0629,0.0677,0.0675,0.0467,0.0352
"101917556",2,"TULSA","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.1605,-95.853,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.4891,0.1122,0.0255,0.2736,0.0541,0.112,0.1074,0.0435,0.0543,0.1097,0.1282,0.1276,0.1264,0.2277,0.1157,0.1104,0.025,0.0776,0.0682,0.0573,0.0496,0.0302,0.0209,0.0238,0.0751,0.0663,0.0546,0.0522,0.0368,0.0321
"103902539",,"SPAVINAW","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","MAYES","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.3842,-95.0506,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.672,0.0029,0.0036,0.0163,0.0036,0.004,0.0086,0.0798,0.078,0.1239,0.1348,0.1218,0.104,0.1932,0.0938,0.1505,0.0239,0.0525,0.0544,0.0616,0.0784,0.0682,0.0348,0.0239,0.051,0.053,0.0625,0.0779,0.0658,0.0412
"101908971",0,"HOLDENVILLE","ON PREMISE","OPEN STORE","DINING","FINE DINING","1 STORE","MEXICAN","HUGHES","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","GENERAL POPULATION",35.0839,-96.4023,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.6796,0.0477,0.0054,0.0304,0.0075,0.0104,0.0125,0.0389,0.0826,0.1487,0.141,0.1242,0.0976,0.1539,0.1029,0.1492,0.0247,0.0515,0.0523,0.0579,0.0627,0.0494,0.035,0.0264,0.0544,0.0556,0.063,0.0687,0.0596,0.0494
"203533301",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4696,-97.5085,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.4271,0.2136,0.0379,0.2519,0.0658,0.101,0.0851,0.0316,0.1302,0.1352,0.1262,0.1187,0.1082,0.1549,0.0864,0.1402,0.025,0.0942,0.0706,0.0603,0.0594,0.0335,0.0154,0.0259,0.0858,0.0662,0.0537,0.0556,0.0354,0.0232
"101796475",57,"TULSA","OFF PREMISE","OPEN STORE","DRUG","CONVENTIONAL DRUG","501+ STORES","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",36.0763,-95.9225,125,10,0,0,"Y","N","N","N","N","Y","N","N","N",0.801,0.0519,0.0198,0.0519,0.0103,0.019,0.0227,0.0331,0.0328,0.0563,0.083,0.0958,0.1001,0.1631,0.1247,0.3442,0.0206,0.0666,0.055,0.051,0.0633,0.051,0.0526,0.0196,0.0649,0.0546,0.0549,0.0781,0.0671,0.0787
"101734600",627.3332,"OKLAHOMA CITY","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.4789,-97.6224,30,2,0,0,"N","N","N","N","N","Y","N","N","N",0.4546,0.1609,0.0351,0.2785,0.0855,0.1177,0.0753,0.0415,0.1252,0.1414,0.1793,0.1456,0.0944,0.142,0.0924,0.0797,0.0245,0.0822,0.0668,0.0565,0.0481,0.028,0.014,0.027,0.0832,0.07,0.0529,0.0531,0.0299,0.0212
"100691477",177.75,"TUTTLE","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","2-3 STORES","OTHER","GRADY","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.2907,-97.7652,15,2,0,0,"N","N","N","N","N","Y","N","N","N",0.8579,0.0018,0.0105,0.0356,0.0056,0.0108,0.0192,0.0311,0.0214,0.046,0.0747,0.0966,0.0972,0.1706,0.1363,0.3572,0.0293,0.052,0.0663,0.0676,0.0623,0.0457,0.0215,0.0238,0.0524,0.073,0.0697,0.0648,0.0471,0.0257
"100653866",0,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","1 STORE","AMERICAN","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.5221,-97.502,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.5087,0.2714,0.0427,0.1101,0.0253,0.0421,0.0428,0.0369,0.0943,0.1086,0.1146,0.1069,0.0991,0.1702,0.1083,0.1981,0.0221,0.0848,0.0671,0.056,0.0592,0.0376,0.0216,0.0229,0.085,0.0683,0.0562,0.065,0.047,0.034
"103735571",,"STILLWATER","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","ASIAN","PAYNE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",36.1061,-97.0872,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.7459,0.0378,0.09,0.0434,0.0105,0.0144,0.0185,0.0399,0.1394,0.1401,0.1162,0.0937,0.083,0.1375,0.0919,0.1983,0.115,0.0891,0.0534,0.0402,0.0387,0.0261,0.0176,0.0877,0.0797,0.0496,0.0403,0.0415,0.0312,0.0246
"101942695",24.5,"PORUM","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","MUSKOGEE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",35.3625,-95.2656,15,2,0,0,"N","N","N","N","N","Y","N","N","N",0.7271,0.0006,0.0068,0.0085,0.0009,0.0026,0.005,0.093,0.1212,0.1861,0.1656,0.1087,0.0919,0.1735,0.0696,0.0833,0.0251,0.0561,0.0507,0.064,0.0681,0.0515,0.028,0.0274,0.0612,0.0532,0.0558,0.0632,0.0569,0.0403
"101917561",,"TULSA","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.1405,-95.9702,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.6952,0.1004,0.0158,0.0905,0.0215,0.0352,0.0339,0.0426,0.0884,0.0989,0.1088,0.1038,0.0936,0.1666,0.0985,0.2415,0.0249,0.0792,0.0703,0.0629,0.0684,0.0417,0.0201,0.0237,0.0821,0.0667,0.0601,0.0702,0.0456,0.0316
"100647593",-1,"NOWATA","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","NOWATA","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.7028,-95.6438,20,2,0,0,"N","N","N","N","N","Y","N","N","N",0.6992,0.0312,0.001,0.0271,0.0057,0.0066,0.0148,0.0777,0.0608,0.1291,0.1138,0.0972,0.0975,0.2067,0.1237,0.1711,0.0225,0.0593,0.0553,0.0569,0.0653,0.0531,0.0358,0.0253,0.0556,0.0518,0.0627,0.0738,0.064,0.0453
"200443907",10.25,"STILLWATER","OFF PREMISE","OPEN STORE","CIGARETTE OUTLET","CONVENTIONAL CIGARETTE OUTLET","51-100 STORES","OTHER","PAYNE","20K=85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",36.1159,-97.0482,0,0,0,0,"Y","N","N","N","N","Y","N","N","N",0.8115,0.0295,0.0379,0.0387,0.008,0.0129,0.0178,0.0382,0.0933,0.1174,0.1156,0.1031,0.1007,0.1665,0.1062,0.1972,0.0794,0.0765,0.0548,0.0479,0.0506,0.0326,0.0212,0.0637,0.0729,0.0545,0.0482,0.0532,0.0371,0.0278
"301919943",14,"SMITHVILLE","ON PREMISE","OPEN STORE","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","1 STORE","OTHER","LE FLORE","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","GENERAL POPULATION",34.5096,-94.4675,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.9041,0.002,0.007,0.0239,0.0045,0.0098,0.0096,0.021,0.0823,0.1482,0.1461,0.1263,0.1063,0.173,0.0814,0.1363,0.0236,0.0477,0.0488,0.0624,0.0731,0.0697,0.036,0.0241,0.0483,0.0526,0.0612,0.076,0.0711,0.0406
"101910739",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","AMERICAN","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","OTHER","GENERAL POPULATION",35.4996,-97.5232,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.522,0.1865,0.0466,0.1773,0.0434,0.0693,0.0646,0.0339,0.0963,0.1131,0.12,0.1147,0.1061,0.1712,0.1041,0.1745,0.0225,0.0903,0.0716,0.0585,0.058,0.0349,0.0185,0.0227,0.0866,0.0692,0.056,0.0604,0.0413,0.0286
"102236146",,"DUNCAN","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","PIZZA","STEPHENS","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",34.5016,-97.9683,0,0,0,0,"N","N","N","N","N","Y","Y","N","N",0.8062,0.0287,0.0095,0.0745,0.0175,0.0188,0.0383,0.0323,0.0677,0.1008,0.1217,0.1131,0.1004,0.2011,0.1199,0.1754,0.023,0.0632,0.0616,0.0547,0.0615,0.0439,0.0344,0.0231,0.0647,0.0609,0.057,0.0677,0.0526,0.0476
"101661182",0,"TULSA","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","101-200 STORES","ITALIAN","TULSA","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.0607,-95.8683,0,0,0,0,"Y","N","N","N","N","Y","Y","Y","N",0.6874,0.0771,0.0601,0.0982,0.0188,0.0381,0.0413,0.0374,0.0353,0.0695,0.0819,0.0938,0.092,0.1917,0.1391,0.2967,0.0266,0.0739,0.0625,0.061,0.0584,0.0382,0.0233,0.0278,0.0745,0.0653,0.0646,0.0663,0.0467,0.0373
"107348793",19.5833,"PONCA CITY","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","MEXICAN","KAY","URBAN ALL OTHER COUNTIES","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",36.7385,-97.0732,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.8036,0.0215,0.0136,0.0502,0.0109,0.0136,0.0257,0.0369,0.0459,0.1166,0.1266,0.1178,0.0944,0.1912,0.1256,0.1819,0.0237,0.06,0.0614,0.0529,0.0581,0.0473,0.0344,0.023,0.063,0.0571,0.0518,0.0647,0.0584,0.052
"205525816",,"OKLAHOMA CITY","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","11-25 STORES","MEXICAN","OKLAHOMA","MORE THAN 85K HOUSEHOLDS","MID 30% ON/ MID 60% OFF","GENERAL POPULATION","WHITE COLLAR","YOUNG ADULT (21-28)",35.6069,-97.5672,0,0,0,0,"Y","N","N","N","N","Y","Y","Y","N",0.6542,0.1906,0.05,0.0528,0.0104,0.0185,0.0239,0.0332,0.0397,0.0643,0.0857,0.0951,0.0867,0.1689,0.122,0.3375,0.023,0.0814,0.0686,0.053,0.0508,0.0346,0.0244,0.0276,0.089,0.0707,0.0594,0.0612,0.0437,0.0398
"101985610",0,"COWETA","ON PREMISE","OPEN STORE","DINING","CASUAL DINING","1 STORE","MEXICAN","WAGONER","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","MEXICAN","OTHER","YOUNG ADULT (21-28)",35.9687,-95.658,0,0,0,0,"N","N","N","N","N","Y","Y","Y","N",0.79,0.0272,0.0076,0.0307,0.004,0.0095,0.0172,0.0558,0.0319,0.061,0.0635,0.0736,0.0885,0.2411,0.153,0.2875,0.026,0.0581,0.0638,0.0649,0.0599,0.0433,0.0238,0.024,0.0628,0.0686,0.0654,0.0636,0.0487,0.0316
"201974229",28.25,"CRESCENT","ON PREMISE","OPEN STORE","DINING","FAST CASUAL","1 STORE","MEXICAN","LOGAN","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.9538,-97.5955,0,0,0,0,"N","N","N","N","N","Y","N","N","N",0.8377,0.0343,0.0047,0.0301,0.0051,0.0092,0.0158,0.0501,0.0557,0.0723,0.1126,0.1377,0.1256,0.1858,0.1102,0.2002,0.0256,0.0559,0.0555,0.0635,0.0643,0.0559,0.0398,0.0239,0.0599,0.0585,0.0649,0.0679,0.0576,0.0537
"100447121",70.75,"CLAREMORE","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","1 STORE","OTHER","ROGERS","MORE THAN 85K HOUSEHOLDS","LOWEST 20% ON/ LOWEST 20% OFF","GENERAL POPULATION","WHITE COLLAR","GENERAL POPULATION",36.416,-95.6596,50,2,0,0,"N","N","N","N","N","Y","N","N","N",0.7952,0.0023,0.0107,0.0166,0.0036,0.0042,0.0088,0.045,0.0295,0.0725,0.0903,0.0876,0.0806,0.2087,0.1633,0.2675,0.0276,0.0585,0.0513,0.0689,0.0729,0.0564,0.0326,0.0268,0.055,0.0563,0.0704,0.0679,0.0572,0.0384
"100413184",37,"QUINTON","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","201-500 STORES","OTHER","PITTSBURG","URBAN ALL OTHER COUNTIES","TOP 50% ON/ TOP 20% OFF","GENERAL POPULATION","UNKNOWN","UNKNOWN",35.1236,-95.3669,35,2,0,0,"Y","N","N","N","N","Y","N","N","N",0.7395,0.0185,0.0005,0.0225,0.0055,0.0083,0.0088,0.0945,0.1019,0.1228,0.1405,0.1173,0.0899,0.2052,0.1359,0.0864,0.0236,0.0551,0.0577,0.0626,0.0664,0.0497,0.0346,0.0284,0.0588,0.0558,0.0603,0.0659,0.0545,0.0478
"100172234",297,"DAVIS","OFF PREMISE","OPEN STORE","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","201-500 STORES","OTHER","MURRAY","URBAN ALL OTHER COUNTIES","LOWEST 20% ON/ LOWEST 20% OFF","UNKNOWN","UNKNOWN","UNKNOWN",34.5073,-97.1102,40,2,0,0,"Y","N","N","N","N","Y","N","N","N",0.8122,0.0155,0.004,0.0257,0.0029,0.0103,0.0125,0.0325,0.0251,0.0824,0.0965,0.1016,0.0971,0.2163,0.1827,0.1983,0.0268,0.0581,0.0529,0.0618,0.0664,0.0569,0.0387,0.0225,0.0576,0.0621,0.0629,0.064,0.0633,0.05
